date,棉花滩水力发电,古田溪水力发电,宁德水力发电,池潭水力发电,金湖水力发电,华安水力发电,太禹水力发电,安砂水力发电,南平水力发电,沙县水力发电,高砂水力发电,万安溪水力发电,贡川水力发电,周宁能源水力发电,双口渡水力发电,丰海水力发电,西门水力发电,南靖水力发电,银河水力发电,合溪水力发电,金溪水力发电,华成水力发电,周宁抽蓄水力发电,福清风力发电,漳平风力发电,连江风力发电,安溪风力发电,宁化风力发电,泉惠风力发电,尤溪风力发电,连城风力发电,海坛海峡风力发电,厦门能源光伏发电,漳州光伏发电,沙县光伏发电,古田光伏发电,连城光伏发电,宁化光伏发电,宁德光伏发电,南平光伏发电,金湖光伏发电,漳平光伏发电,龙岩光伏发电,三明光伏光伏发电,福清光伏光伏发电,安溪光伏光伏发电,泰宁光伏发电,邵武光伏光伏发电,芗城光伏发电,尤溪光伏光伏发电,厦门智慧光伏发电,产业小计火力发电,产业小计水力发电,产业小计风力发电,产业小计光伏发电,产业小计合计,可门#1,可门#2,可门#3,可门#4,邵武#3,邵武#4,永安#7,永安#8,漳平#5,漳平#6,厦门#1,棉花滩#1,棉花滩#2,棉花滩#3,棉花滩#4,白沙#1,白沙#2,永福#1,永福#2,古田溪一级#7,古田溪一级#8,古田溪二级#1,古田溪二级#2,古田溪三级#1,古田溪三级#2,古田溪四级#1,古田溪四级#2,芹山#1,芹山#2,周宁#1,周宁#2,池潭#1,池潭#2,池潭#3,高唐#1,高唐#2,良浅#1,良浅#2,良浅#3,大言#1,大言#2,范厝#1,范厝#2,范厝#3,北溪#1,北溪#2,北溪#3,北溪#4,北溪#5,北溪#6,北溪#7,北溪#8,北溪#9,孔头#1,孔头#2,孔头#3,华安#1,华安#2,华安#3,华安#4,华安#5,华安#6,太禹#1,安砂#1,安砂#2,安砂#3,峡阳#1,峡阳#2,峡阳#3,照口#1,照口#2,照口#3,沙县#1,沙县#2,沙县#3,高砂#1,高砂#2,高砂#3,高砂#4,万安溪#1,万安溪#2,万安溪#3,贡川#1,贡川#2,后垄溪二级#1,后垄溪二级#2,双口渡#1,双口渡#2,丰海#1,丰海#2,西门#1,西门#2,南靖#1,南靖#2,南靖#3,银河#1,银河#2,合溪#1,合溪#2,金溪#1,华成#1,华成#2,龙湾抽蓄#1,龙湾抽蓄#2,龙湾抽蓄#3,龙湾抽蓄#4,牛头尾#1-20,鲤鱼山#21_36,鲤鱼山#37_44,青屿#45-51,赤礁#1_12,龙潭#13_25,大西岭,红尖山,风吹岭,白云岭,青洋#1_22,青洋#23_31,宁化一期,泉惠,珠峰,连城,泽朗#1_46,厦门创业人1.165MWp分布式光伏,福建华电厦门22.8MWP分布式光伏,华电厦门二期8MWp分布式光伏,晋江深沪光伏一期,晋江鞋坊城光伏,诏安一期,东山保税物流,福建华电漳州开发区福钢15MW分布式光伏,沙县工业园,沙县整区金沙园一期3.533MW分布式光伏,古田吉巷前垅一期,新罗龙州,宁化华侨经济开发区,宁化奔鹿园区,宁德时代产业园一期,宁德时代产业园二期,建瓯根艺园,将乐积善工业园区一期,将乐积善工业园区二期,漳平木竹制品孵化园,漳平工业园区一期,漳平工业园区二期,长汀工贸新城一期12.564MW分布式光伏,龙岩南方置业及美食城6.67MW分布式光伏,龙兴公路港物流园5.24MW 分布式光伏发电项目,三明金叶光伏发电项目,福清三锋光伏发电项目,福建华电泉州健为及中闽5MW分布式光伏项目,泰宁县大洋坪工业园一期,华电南平邵武城南3.4MW分布式光伏,福建华电武夷新区海源6MW分布式光伏,福建华电漳州三宝钢铁5.096MW分布式光伏,鑫友鹏纺织有限公司一期2MW分布式光伏,厦门集美后溪综合智慧能源项目屋顶光伏一期,total_pow_generation
2021-04-01,115.03,69.64,27.9,32.02,56.96,44.57,84.95,22.68,59.540000000000006,16.66,19.76,3.53,12.57,0.0,9.81,11.822400000000002,8.71,7.884,14.73,4.6,0.0,2.42,0.0,40.4,106.73,12.52,79.23,57.8613,7.86,45.1836,78.12,13.5806,9.750000000000002,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7861.46,625.7863999999998,441.48550000000006,13.290000000000004,8942.021900000007,1089.0,1235.0,1109.0,1094.0,1128.0,1132.0,528.89,0.0,518.32,0.0,27.25,46.87,39.31,2.77,7.18,7.5,7.8,3.6,0.0,3.31,22.52,24.47,3.63,1.27,5.91,1.45,7.08,0.0,0.0,27.9,0.0,0.0,32.02,0.0,0.0,10.59,10.36,0.0,0.0,2.56,6.5,0.0,0.0,9.59,2.03,0.0,0.0,1.77,0.0,0.38,0.78,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,5.26,39.31,84.95,22.68,0.0,0.0,0.0,7.34,17.96,0.0,0.0,34.24,16.66,0.0,0.0,2.35,0.0,17.41,0.0,3.53,0.0,0.0,12.57,0.0,0.0,0.0,9.81,0.0,3.2549,8.5675,8.71,0.0,7.884,0.0,0.0,7.19,7.54,4.6,0.0,0.0,1.17,1.25,,,,,5.0,7.7,2.62,4.82,12.65,7.61,47.21,59.52,5.86,6.66,55.52,23.71,57.8613,7.86,45.1836,78.12,13.5806,,5.64,2.35,1.04,0.72,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7861.46
2021-04-02,174.96,129.31,15.3,38.89,65.85,41.03,69.81,41.19,43.08,22.1,22.93,3.58,17.13,0.0,19.86,16.58,11.11,1.0368,14.71,3.92,0.0,3.3,0.0,19.7,41.36,11.48,31.83,13.15,1.4465,6.3,27.3,18.9196,13.41,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8976.27,755.6768000000001,171.48610000000002,18.78,9922.2129,1253.0,1308.0,1343.0,1365.0,1275.0,1275.0,528.87,0.0,600.35,0.0,28.05,0.0,18.02,85.43,51.41,10.8,5.7,0.0,3.6,19.18,33.13,25.58,24.5,5.47,7.28,7.91,6.26,0.0,0.0,15.3,0.0,23.49,15.4,0.0,0.0,10.74,4.19,0.0,8.5,0.0,11.59,6.74,0.0,5.02,1.96,0.0,0.0,1.62,0.0,0.32,0.62,0.0,0.0,0.0,14.55,0.0,4.92,4.62,0.0,4.29,1.22,25.98,69.81,22.52,4.04,14.63,0.0,0.0,18.47,0.0,0.0,24.61,20.42,0.0,1.68,0.0,7.45,14.5,0.98,0.0,0.0,3.58,17.13,0.0,0.0,0.0,0.0,19.86,1.4,15.18,11.11,0.0,0.468,0.0,0.5688,7.19,7.52,2.57,1.35,0.0,1.67,1.63,,,,,2.84,3.84,1.67,3.59,4.14,3.62,23.87,17.49,5.18,6.3,22.22,9.61,13.15,1.4465,6.3,27.3,18.9196,,6.97,2.82,2.05,1.57,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8976.27
2021-04-03,134.47,107.1,18.9,39.99,68.05,31.87,84.68,38.76,46.52,15.3,20.33,3.6,13.11,0.0,9.96,16.03,9.53,0.486,14.616,4.42,0.0,3.2300000000000004,0.0,50.27,8.23,35.48,1.47,13.45,6.72,3.4356,7.28,30.2564,6.989999999999999,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9038.69,680.9520000000002,156.59199999999998,9.73,9885.964000000004,1300.0,1305.0,1334.0,1364.0,1270.0,1286.0,527.88,0.0,627.01,0.0,24.8,48.76,0.0,0.0,66.27,7.8,7.8,3.84,0.0,39.96,2.3,3.53,36.65,0.9,10.15,1.03,12.58,0.0,0.0,18.9,0.0,39.99,0.0,0.0,0.0,13.18,0.0,0.0,13.98,0.0,9.72,12.11,0.0,0.0,1.96,0.0,0.0,1.52,0.0,0.3,0.23,0.0,0.43,8.85,5.77,0.0,0.0,0.0,0.0,0.0,0.0,31.87,84.68,38.76,0.0,0.0,0.0,0.0,19.97,0.0,0.0,26.55,15.02,0.0,0.28,0.0,1.65,17.48,1.2,0.0,0.0,3.6,13.11,0.0,0.0,0.0,0.0,9.96,0.0,16.03,9.53,0.0,0.0,0.0,0.486,7.1352,7.4808,0.0,4.42,0.0,1.61,1.62,,,,,7.78,8.44,4.33,9.02,10.67,10.03,4.01,4.22,18.4,17.08,0.95,0.52,13.45,6.72,3.4356,7.28,30.2564,,2.87,1.48,1.42,1.22,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9038.689999999999
2021-04-04,115.12,48.88,0.0,27.6,65.92999999999998,52.43,65.67,38.12,49.91,16.65,18.36,3.55,13.47,0.0,10.08,15.4,9.41,1.4,14.5,3.3,0.0,3.38,0.0,224.77,11.96,69.08,6.39,21.36,80.27,5.2731,6.16,89.9076,6.16,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6437.5,573.16,515.1707,7.87,7533.7007,827.0,1052.0,892.0,838.0,867.0,867.0,529.16,0.0,557.99,0.0,7.35,0.38,11.09,14.49,70.56,7.8,7.2,0.0,3.6,0.0,16.0,0.0,21.37,0.0,5.32,0.0,6.19,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,12.35,0.0,0.0,12.6,3.55,6.15,12.33,0.0,0.0,2.01,0.0,0.0,1.62,0.0,0.33,0.23,0.0,0.62,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.43,65.67,38.12,0.0,0.0,0.0,0.0,21.0,0.0,0.0,28.91,16.65,0.0,0.0,0.0,0.0,18.36,0.0,0.0,3.55,0.0,13.47,0.0,0.0,0.0,0.0,10.08,0.0,15.4,9.41,0.0,0.0,0.0,1.4,7.08,7.42,0.0,3.3,0.0,1.68,1.7,,,,,33.68,34.85,20.51,42.17,49.16,44.4,3.33,8.63,31.71,37.37,4.01,2.38,21.36,80.27,5.2731,6.16,89.9076,,2.15,0.91,2.17,0.93,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6437.5
2021-04-05,119.46,113.94,22.02,79.58,75.18,26.97,58.13,50.03999999999999,43.1,20.75,21.1,3.6,17.1,0.0,9.81,19.4143,12.02,1.249,14.37,3.6,0.0,3.39,0.0,223.05000000000004,2.49,31.35,13.66,10.61,72.37,10.2459,13.02,77.2886,12.31,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8064.75,714.8233,454.0845000000001,15.189999999999998,9248.847800000003,1057.0,1204.0,1118.0,1127.0,1096.0,1097.0,538.76,0.0,515.688,294.552,16.75,41.71,8.32,0.0,49.27,7.5,9.3,3.36,0.0,22.32,19.08,18.89,26.26,5.87,6.61,6.16,8.75,22.02,0.0,0.0,0.0,79.58,0.0,0.0,0.0,11.06,0.0,0.0,17.1,15.1,0.0,12.41,0.0,0.0,1.95,0.0,0.0,1.64,0.0,0.32,0.23,0.0,0.68,6.3,0.0,8.39,0.0,0.0,0.0,0.0,0.0,26.97,58.13,38.4,2.12,9.52,0.0,0.0,18.43,0.0,0.0,24.67,15.4,1.94,3.41,16.7,0.0,4.4,0.0,0.0,0.0,3.6,17.1,0.0,0.0,0.0,9.81,0.0,11.4168,7.9975,12.02,0.0,0.0,0.0,1.249,7.02,7.35,1.02,2.58,0.0,1.69,1.7,,,,,31.17,37.81,21.59,41.63,48.08,42.77,1.82,0.67,14.53,16.82,9.73,3.93,10.61,72.37,10.2459,13.02,77.2886,,5.31,2.34,2.79,1.87,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8064.75
2021-04-06,117.51,51.34,35.1,34.45,70.67,30.93,51.63,38.56,44.62,23.6,24.2,3.58,14.94,56.294,0.0,15.276,9.89,1.0,9.88,4.54,0.0,3.32,0.0,191.75,8.921850000000001,32.879999999999995,11.8,9.1,48.1184,24.1416,9.66,65.5122,14.58,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9274.86,641.3299999999998,401.88405,19.25,10337.324050000005,1337.0,1284.0,1262.0,1318.0,1273.0,1269.0,533.15,0.0,513.13,456.13,29.45,46.75,0.0,3.4,48.76,7.8,7.2,3.6,0.0,20.11,0.0,0.0,23.96,0.0,3.26,0.0,4.01,0.0,0.0,35.1,0.0,34.45,0.0,0.0,0.0,12.11,0.0,0.0,14.64,10.96,0.0,13.88,0.0,0.0,2.02,0.0,0.0,1.55,0.0,0.31,0.0,0.0,0.67,0.0,0.0,14.53,0.0,0.0,0.0,0.0,27.83,3.1,51.63,38.56,0.0,0.0,2.84,7.11,9.02,12.83,0.0,12.82,23.6,0.0,0.0,3.96,0.0,14.26,5.98,3.58,0.0,0.0,10.74,4.2,28.225,28.069,0.0,0.0,15.276,0.0,1.85,8.04,0.0,0.0,1.0,7.06,2.82,4.54,0.0,0.0,1.66,1.66,,,,,27.2,31.54,16.28,30.41,42.35,43.97,5.6378,3.28405,15.09,17.79,7.03,4.77,9.1,48.1184,24.1416,9.66,65.5122,,6.56,2.95,3.07,2.0,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9274.86
2021-04-07,160.82000000000002,100.24,31.5,38.77,64.61,50.48,40.6318,59.86000000000001,39.0066,11.65,17.09,3.58,13.89,31.969,10.05,19.03,10.68,0.7308,7.08,2.91,0.0,3.33,0.0,222.48,10.670000000000002,47.55,2.84,17.52,41.78,2.6145,19.6,75.6802,13.919999999999998,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9418.278000000002,717.9082000000001,440.7347000000001,16.259999999999998,10593.180899999996,1308.0,1286.0,1205.0,1347.0,1245.0,1248.0,553.5,0.0,608.022,586.056,31.7,63.5,47.12,0.0,34.9,5.4,6.3,0.0,3.6,23.02,13.38,15.14,25.63,3.77,6.84,4.63,7.83,0.0,0.0,31.5,0.0,38.77,0.0,0.0,0.0,7.99,0.0,6.53,5.06,6.73,3.83,15.41,0.0,0.0,2.05,0.0,0.0,1.31,0.0,0.3,0.0,0.0,0.63,0.0,0.0,14.77,0.0,0.0,0.0,0.0,50.48,0.0,40.6318,35.52,7.92,16.42,0.0,16.5804,0.0,13.314,9.1122,0.0,10.77,0.0,0.88,7.36,0.38,2.62,6.73,0.0,0.0,3.58,0.0,13.89,15.952,16.017,0.0,10.05,16.53,2.5,0.0,10.68,0.0,0.0,0.7308,7.08,0.0,2.91,0.0,0.0,1.63,1.7,,,,,30.4,38.15,21.19,41.0,46.06,45.68,1.87,8.8,20.59,26.96,1.84,1.0,17.52,41.78,2.6145,19.6,75.6802,,6.63,2.82,2.68,1.79,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9418.278
2021-04-08,111.19,51.760000000000005,34.86,31.23,67.09,26.1,45.2568,38.92,39.2492,20.14,18.68,3.6,15.57,0.0,10.29,13.12,9.79,1.1484,6.99,2.93,0.0,3.32,0.0,273.83000000000004,18.2217,115.69,5.0,28.33,57.96,12.9885,14.98,97.5524,6.1000000000000005,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9070.636,551.2344000000002,624.5526000000001,9.43,10255.853,1302.0,1192.0,1084.0,1305.0,1277.0,1271.0,546.12,0.0,538.506,522.51,32.5,0.0,0.0,86.56,10.71,6.0,5.4,2.52,0.0,0.0,20.8,0.0,21.41,0.0,4.42,0.0,5.13,0.66,0.0,34.2,0.0,0.0,31.23,0.0,0.0,10.78,0.0,9.85,0.0,0.0,9.45,12.44,3.4,0.0,2.63,0.0,1.33,1.04,0.3,0.2,0.0,0.37,0.63,0.0,9.05,5.62,0.0,0.0,0.0,0.0,0.0,26.1,45.2568,0.0,38.92,0.0,0.0,10.4047,5.9599,3.4731,19.4115,0.0,18.25,0.0,1.89,0.0,18.68,0.0,0.0,0.0,0.0,3.6,0.0,15.57,0.0,0.0,10.29,0.0,13.12,0.0,6.53,3.26,0.0,0.0,1.1484,6.99,0.0,1.94,0.99,0.0,1.69,1.63,,,,,42.91,43.5,26.73,46.39,58.77,55.53,8.4826,9.7391,59.2,56.49,2.85,2.15,28.33,57.96,12.9885,14.98,97.5524,,3.25,1.33,0.99,0.53,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9070.636
2021-04-09,113.30000000000004,55.64999999999999,34.2,31.08,70.7,26.63,44.9116,29.92,51.0409,15.21,17.88,3.6,11.61,0.0,9.63,11.7,7.75,1.404,6.96,3.61,0.0,3.33,0.0,290.63,7.58,103.52,21.98,2.77,96.29,23.5641,1.988,110.6134,12.96,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9010.95,550.1165000000003,658.9355,16.060000000000002,10236.062000000002,1193.0,1198.0,1133.0,1286.0,1222.0,1217.0,539.72,0.0,595.13,593.0,34.1,5.17,20.03,2.65,71.95,5.4,5.7,0.0,2.4,16.26,0.0,0.0,25.29,0.0,6.58,0.0,7.52,0.0,0.0,34.2,0.0,31.08,0.0,0.0,0.0,16.63,2.81,6.75,0.0,3.91,5.88,0.0,11.36,3.27,2.35,0.0,1.88,0.0,0.27,0.11,0.37,0.47,0.0,0.0,5.21,9.43,0.0,0.0,0.0,0.0,0.0,26.63,44.9116,0.0,29.92,0.0,0.0,0.0,21.5563,0.0,29.4846,0.0,15.21,0.0,0.0,0.0,17.88,0.0,0.0,0.0,0.0,3.6,0.0,11.61,0.0,0.0,0.0,9.63,4.23,7.47,7.75,0.0,0.0,0.0,1.404,6.96,0.0,0.0,3.61,0.0,1.69,1.64,,,,,48.81,31.22,30.95,54.26,65.85,59.54,2.98,4.6,49.09,54.43,11.28,10.7,2.77,96.29,23.5641,1.988,110.6134,,5.69,2.38,2.91,1.98,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9010.95
2021-04-10,116.46,64.55,31.02,32.21,63.75,24.33,43.6451,29.64,42.1952,12.510000000000002,16.6,3.58,9.63,0.0,0.0,9.94,5.74,1.09,6.91,2.95,0.0,3.36,0.0,308.48,7.439999999999999,120.96,36.46,7.87,80.67,48.2223,4.732,108.0486,16.19,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8355.83,520.1102999999999,722.8829,22.06,9620.883200000002,1029.0,1165.0,1020.0,1105.0,1191.0,1234.0,542.25,0.0,524.15,512.23,33.2,25.45,0.0,13.73,63.25,5.7,6.0,2.33,0.0,20.88,3.98,4.1,22.94,1.32,4.61,1.33,5.39,0.0,6.72,24.3,0.0,0.0,32.21,0.0,0.0,11.19,9.9,0.0,0.0,8.57,0.0,0.0,0.0,14.29,2.28,0.0,1.76,0.0,0.0,0.37,0.78,0.0,0.0,0.0,0.0,14.61,0.0,0.0,0.0,0.0,0.0,24.33,43.6451,0.0,29.64,0.0,0.0,0.0,17.9057,0.0,24.2895,0.0,8.55,3.96,0.0,0.0,16.6,0.0,0.0,0.0,3.58,0.0,0.0,9.63,0.0,0.0,0.0,0.0,0.0,9.94,5.74,0.0,0.0,0.0,1.09,6.91,0.0,0.0,2.95,0.0,1.7,1.66,,,,,51.81,45.95,30.02,52.2,67.7,60.8,4.18,3.26,60.71,60.25,17.62,18.84,7.87,80.67,48.2223,4.732,108.0486,,8.16,3.33,2.97,1.73,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.830000000002
2021-04-11,29.0,51.02,95.88,32.32,60.23,30.52,39.0408,29.16,44.613,14.51,15.04,3.5,12.24,0.0,0.0,11.539,8.02,0.922,6.89,3.22,0.0,3.32,0.0,136.14,14.93,52.92,16.83,17.88,7.89,10.7688,9.254,42.6703,15.51,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8995.300000000001,490.9848,309.28310000000005,21.34,9816.907900000002,1279.0,1296.0,1134.0,1286.0,1152.0,1151.0,537.98,0.0,578.53,566.69,14.1,0.0,0.0,0.0,15.5,5.4,5.7,0.0,2.4,19.76,0.0,0.0,21.62,0.0,4.45,0.0,5.19,4.98,0.0,90.9,0.0,32.32,0.0,0.0,0.0,7.67,11.04,0.0,0.0,7.49,0.0,0.0,0.0,14.29,2.19,0.0,1.8,0.0,0.0,0.37,0.77,0.0,0.0,8.91,0.0,5.7,0.0,0.0,0.0,0.0,30.52,0.0,39.0408,0.0,29.16,0.0,3.1457,0.0,15.289,0.0,26.1783,0.0,0.0,13.54,0.97,0.0,4.38,0.0,10.66,3.5,0.0,0.0,0.0,12.24,0.0,0.0,0.0,0.0,0.0,11.539,8.02,0.0,0.0,0.0,0.922,6.89,0.0,0.96,2.26,0.0,1.69,1.63,,,,,23.89,25.02,13.22,22.46,25.67,25.88,2.15,12.78,27.43,25.49,11.27,5.56,17.88,7.89,10.7688,9.254,42.6703,,7.59,3.1,2.92,1.9,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8995.3
2021-04-12,55.760000000000005,67.28,65.94,31.75,52.64000000000001,32.0,42.3931,29.12,49.1836,14.43,16.94,3.53,10.41,0.0,9.63,10.81,7.13,0.93,6.85,3.35,0.0,3.16,0.0,51.64,51.82,15.579999999999998,45.47,48.75,9.626512,22.7934,53.046,9.3718,15.42,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8880.269999999999,513.2366999999999,308.097712,20.84,9722.444412,1230.0,1253.0,1083.0,1222.0,1278.0,1274.0,535.48,0.0,501.71,486.88,16.2,0.0,24.32,17.39,0.0,5.7,6.0,2.35,0.0,4.73,15.67,5.11,24.41,1.62,6.26,1.91,7.57,0.0,6.54,59.4,0.0,0.0,31.75,0.0,0.0,7.73,9.62,0.0,0.0,2.96,4.4,0.0,0.0,11.1,2.34,0.0,1.73,0.0,0.0,0.34,0.78,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,21.39,10.61,42.3931,0.0,29.12,0.0,20.7046,0.0,0.0,0.0,28.479,0.0,7.21,7.22,0.0,0.0,0.0,0.0,16.94,0.0,0.0,3.53,0.0,10.41,0.0,0.0,9.63,0.0,0.0,10.81,7.13,0.0,0.0,0.0,0.93,6.85,0.0,3.35,0.0,0.0,1.6,1.56,,,,,6.61,9.11,4.16,5.9,12.95,12.91,24.01,27.81,5.71,9.87,45.47,0.0,48.75,9.626512,22.7934,53.046,9.3718,,7.91,3.03,2.66,1.82,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8880.27
2021-04-13,53.68,52.35,40.68000000000001,23.37,51.59,21.33,42.0,29.36,43.0,13.09,17.15,10.44,9.66,0.0,0.0,10.89,6.86,0.7776,6.83,2.76,0.0,3.31,0.0,198.32,33.34,138.8,6.02,12.51,36.08,14.3724,11.564,72.2018,15.23,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9127.648,439.1275999999999,523.2082,20.81,10110.7938,1390.0,1119.0,1163.0,1384.0,1174.0,1178.0,547.158,0.0,569.77,571.52,31.2,38.68,0.0,0.0,0.0,5.4,6.0,0.0,3.6,0.0,11.05,0.0,26.08,0.0,6.87,0.0,8.35,6.48,0.0,34.2,0.0,23.37,0.0,0.0,0.0,10.86,4.97,0.0,4.76,0.0,7.38,0.0,0.0,9.46,1.21,0.09,1.16,0.0,0.0,0.24,0.65,0.0,0.0,10.81,0.0,0.0,4.71,4.59,0.0,0.0,12.03,0.0,42.0,0.0,29.36,0.0,13.0,0.0,5.0,0.0,25.0,0.0,13.09,0.0,0.0,0.0,0.0,0.0,17.15,2.28,2.26,5.9,0.0,9.66,0.0,0.0,0.0,0.0,4.0,6.89,6.86,0.0,0.0,0.0,0.7776,6.83,0.0,2.76,0.0,0.0,1.68,1.63,,,,,32.67,27.26,18.97,29.48,44.77,45.17,16.61,16.73,76.86,61.94,6.02,0.0,12.51,36.08,14.3724,11.564,72.2018,,7.48,3.1,2.94,1.71,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9127.648000000001
2021-04-14,54.39,53.52,32.94,29.44,55.71999999999999,26.11,38.1165,25.24,56.289100000000005,23.11,25.34,11.54,15.48,0.0,9.54,11.69,7.7,0.8496,6.82,2.98,0.0,3.25,0.0,323.2,47.24,139.41000000000005,1.86,13.9503,82.6639,36.2733,25.536,107.7629,7.54,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8363.36,490.0652,777.8963999999999,12.35,9643.671600000009,1294.0,1157.0,1084.0,1308.0,933.0,880.0,552.32,0.0,534.93,589.01,31.1,0.0,0.0,0.0,39.69,5.4,5.7,3.6,0.0,0.0,15.86,23.2,2.24,0.0,5.58,0.0,6.64,0.0,6.84,26.1,0.0,29.44,0.0,0.0,0.0,11.93,0.0,0.0,9.36,0.0,7.23,0.0,0.0,14.01,0.0,0.39,0.05,0.22,0.04,0.01,0.0,0.15,0.0,4.9,7.43,0.0,5.4,5.04,0.0,0.0,15.67,0.0,38.1165,9.0,16.24,0.0,10.2384,0.0,13.2307,0.0,32.82,0.0,20.49,0.0,2.62,0.0,11.78,0.0,13.56,5.78,3.41,2.35,0.0,15.48,0.0,0.0,0.0,9.54,11.69,0.0,7.7,0.0,0.0,0.0,0.8496,6.82,0.0,2.21,0.77,0.0,1.64,1.61,,,,,50.12,45.68,33.14,52.31,70.87,71.08,15.83,31.41,72.9,66.51,1.86,0.0,13.9503,82.6639,36.2733,25.536,107.7629,,3.23,1.18,2.37,0.76,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8363.36
2021-04-15,55.540000000000006,59.75,36.36,32.32,68.55,16.55,50.67,28.06,118.5703,29.149999999999995,31.77,13.32,17.76,13.52,16.38,11.8543,10.39,1.1664,6.85,3.65,1.07,3.0700000000000003,0.0,165.25,44.8,21.74,15.16,11.12,26.44,28.119,17.92,57.4089,6.73,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8572.99,626.3209999999997,387.95790000000005,11.68,9598.9489,1357.0,1205.0,1087.0,1349.0,944.0,891.0,558.85,0.0,560.12,588.37,32.65,0.0,0.0,3.4,35.28,9.0,5.7,0.0,2.16,21.26,0.0,25.48,0.0,5.89,0.0,7.12,0.0,6.66,0.0,29.7,0.0,32.32,0.0,0.0,0.0,17.63,0.0,0.0,9.42,0.0,10.11,3.96,0.0,9.93,0.51,0.79,0.0,0.0,0.4,0.05,0.03,0.73,1.02,0.0,13.97,0.0,0.0,0.0,0.0,0.0,0.0,16.55,50.67,25.16,0.0,2.9,30.5489,0.0,20.1122,0.0,41.1405,26.7687,17.9,9.62,1.63,0.0,23.61,3.28,4.88,6.67,0.0,6.65,0.0,17.76,0.0,13.52,0.0,16.38,11.8543,0.0,10.39,0.0,0.0,0.0,1.1664,6.85,0.0,0.0,3.65,1.07,1.56,1.51,,,,,24.58,30.24,17.43,29.42,29.81,33.77,25.21,19.59,9.28,12.46,9.38,5.78,11.12,26.44,28.119,17.92,57.4089,,3.05,1.24,1.66,0.78,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8572.99
